row_id,true_model
1041,UNKNOWN
1042,LG SC9S
1043,UNKNOWN
1044,UNKNOWN
1045,UNKNOWN
1046,UNKNOWN
1047,UNKNOWN
1048,UNKNOWN
1049,UNKNOWN
1050,UNKNOWN
1051,UNKNOWN
1052,YAMAHA YAS207
1053,UNKNOWN
1054,UNKNOWN
1055,UNKNOWN
1056,UNKNOWN
1057,UNKNOWN
1058,SONOS ARCULTRA
1059,LG SG10TY
1060,UNKNOWN
1061,UNKNOWN
1062,UNKNOWN
1063,UNKNOWN
1064,LG S70TR
1065,UNKNOWN
1066,UNKNOWN
1067,LG S77TY
1068,UNKNOWN
1069,UNKNOWN
1070,UNKNOWN
1071,YAMAHA SRB20
1072,UNKNOWN
1073,UNKNOWN
1074,UNKNOWN
1075,UNKNOWN
1076,UNKNOWN
1077,UNKNOWN
1078,UNKNOWN
1079,UNKNOWN
1080,UNKNOWN
1081,UNKNOWN
1082,UNKNOWN
1083,UNKNOWN
1084,UNKNOWN
1085,UNKNOWN
1086,UNKNOWN
1087,UNKNOWN
1088,UNKNOWN
1089,UNKNOWN
1090,LG SE6S
1091,UNKNOWN
1092,UNKNOWN
1093,UNKNOWN
1094,UNKNOWN
1095,UNKNOWN
1096,UNKNOWN
1097,UNKNOWN
1098,UNKNOWN
1099,UNKNOWN
1100,UNKNOWN
1101,UNKNOWN
1102,UNKNOWN
1103,DENON DHTS216
1104,JBL BAR2.1
1105,LG S70TY
1106,UNKNOWN
1107,UNKNOWN
1108,UNKNOWN
1109,UNKNOWN
1110,JBL BAR2.1
1111,UNKNOWN
1112,SONY HTX8500
1113,JBL BAR500
1114,UNKNOWN
1115,UNKNOWN
1116,UNKNOWN
1117,UNKNOWN
1118,UNKNOWN
1119,UNKNOWN
1120,UNKNOWN
1121,UNKNOWN
1122,SAMSUNG BSERIES
1123,UNKNOWN
1124,UNKNOWN
1125,UNKNOWN
1126,UNKNOWN
1127,UNKNOWN
1128,UNKNOWN
1129,UNKNOWN
1130,UNKNOWN
1131,UNKNOWN
1132,LG S80TR
1133,UNKNOWN
1134,UNKNOWN
1135,UNKNOWN
1136,UNKNOWN
1137,UNKNOWN
1138,UNKNOWN
1139,UNKNOWN
1140,UNKNOWN
1141,UNKNOWN
1142,UNKNOWN
1143,UNKNOWN
1144,UNKNOWN
1145,UNKNOWN
1146,LG S90TY
1147,UNKNOWN
1148,LG SH3B
1149,UNKNOWN
1150,UNKNOWN
1151,UNKNOWN
1152,UNKNOWN
1153,UNKNOWN
1154,SAMSUNG HWQ935G
1155,UNKNOWN
1156,PHILIPS FIDELIOB5
1157,UNKNOWN
1158,UNKNOWN
1159,UNKNOWN
1160,UNKNOWN
1161,UNKNOWN
1162,LG S40T
1163,UNKNOWN
1164,UNKNOWN
1165,UNKNOWN
1166,UNKNOWN
1167,UNKNOWN
1168,UNKNOWN
1169,UNKNOWN
1170,UNKNOWN
1171,UNKNOWN
1172,UNKNOWN
1173,UNKNOWN
1174,UNKNOWN
1175,UNKNOWN
1176,UNKNOWN
1177,UNKNOWN
1178,LG S90TY
1179,UNKNOWN
1180,UNKNOWN
1181,UNKNOWN
1182,UNKNOWN
1183,UNKNOWN
1184,UNKNOWN
1185,UNKNOWN
1186,UNKNOWN
1187,UNKNOWN
1188,UNKNOWN
1189,LG SC9S
1190,UNKNOWN
1191,UNKNOWN
1192,UNKNOWN
1193,UNKNOWN
1194,UNKNOWN
1195,DENON DHTS517
1196,UNKNOWN
1197,UNKNOWN
1198,UNKNOWN
1199,UNKNOWN
1200,UNKNOWN
1201,UNKNOWN
1202,UNKNOWN
1203,UNKNOWN
1204,UNKNOWN
1205,UNKNOWN
1206,UNKNOWN
1207,UNKNOWN
1208,UNKNOWN
1209,UNKNOWN
1210,UNKNOWN
1211,UNKNOWN
1212,UNKNOWN
1213,UNKNOWN
1214,JBL CINEMASB170
1215,UNKNOWN
1216,UNKNOWN
1217,UNKNOWN
1218,UNKNOWN
1219,UNKNOWN
1220,UNKNOWN
1221,UNKNOWN
1222,UNKNOWN
1223,UNKNOWN
1224,UNKNOWN
1225,UNKNOWN
1226,UNKNOWN
1227,UNKNOWN
1228,UNKNOWN
1229,UNKNOWN
1230,UNKNOWN
1231,LG S90TR
1232,UNKNOWN
1233,UNKNOWN
1234,UNKNOWN
1235,UNKNOWN
1236,UNKNOWN
1237,LG SC9S
1238,UNKNOWN
1239,UNKNOWN
1240,UNKNOWN
1241,SAMSUNG HWB5SERIES
1242,UNKNOWN
1243,LG S60TR
1244,UNKNOWN
1245,UNKNOWN
1246,UNKNOWN
1247,UNKNOWN
1248,UNKNOWN
1249,UNKNOWN
1250,UNKNOWN
1251,UNKNOWN
1252,UNKNOWN
1253,UNKNOWN
1254,LG S40T
1255,UNKNOWN
1256,UNKNOWN
1257,UNKNOWN
1258,UNKNOWN
1259,UNKNOWN
1260,UNKNOWN
1261,UNKNOWN
1262,UNKNOWN
1263,UNKNOWN
1264,JBL BAR2.1
1265,UNKNOWN
1266,UNKNOWN
1267,UNKNOWN
1268,SAMSUNG SOUNDBAR
1269,PANASONIC SCHTB150
1270,UNKNOWN
1271,UNKNOWN
1272,UNKNOWN
1273,UNKNOWN
1274,UNKNOWN
1275,UNKNOWN
1276,UNKNOWN
1277,LG S40T
1278,UNKNOWN
1279,UNKNOWN
1280,UNKNOWN
1281,UNKNOWN
1282,LG S90TY
1283,BOSE SMARTULTRA
1284,UNKNOWN
1285,UNKNOWN
1286,JBL BAR500
1287,UNKNOWN
1288,UNKNOWN
1289,UNKNOWN
1290,UNKNOWN
1291,UNKNOWN
1292,UNKNOWN
1293,UNKNOWN
1294,UNKNOWN
1295,UNKNOWN
1296,UNKNOWN
1297,UNKNOWN
1298,UNKNOWN
1299,SAMSUNG SOUNDBARS4
1300,UNKNOWN
1301,UNKNOWN
1302,UNKNOWN
1303,UNKNOWN
1304,UNKNOWN
1305,UNKNOWN
1306,UNKNOWN
1307,UNKNOWN
1308,UNKNOWN
1309,UNKNOWN
1310,UNKNOWN
1311,UNKNOWN
1312,UNKNOWN
1313,UNKNOWN
1314,UNKNOWN
1315,SONOS BEAM
1316,UNKNOWN
1317,UNKNOWN
1318,UNKNOWN
1319,UNKNOWN
1320,UNKNOWN
1321,UNKNOWN
1322,UNKNOWN
1323,UNKNOWN
1324,UNKNOWN
1325,UNKNOWN
1326,DENON DHTS217
1327,LG S40T
1328,UNKNOWN
1329,UNKNOWN
1330,UNKNOWN
1331,UNKNOWN
1332,LG S40T
1333,UNKNOWN
1334,UNKNOWN
1335,UNKNOWN
1336,UNKNOWN
1337,UNKNOWN
1338,UNKNOWN
1339,UNKNOWN
1340,UNKNOWN
1341,UNKNOWN
1342,UNKNOWN
1343,UNKNOWN
1344,JBL BAR5.1
1345,UNKNOWN
1346,UNKNOWN
1347,UNKNOWN
1348,UNKNOWN
1349,UNKNOWN
1350,UNKNOWN
1351,UNKNOWN
1352,UNKNOWN
1353,UNKNOWN
1354,JBL CINEMASB560
1355,JBL SB100
1356,UNKNOWN
1357,UNKNOWN
1358,UNKNOWN
1359,UNKNOWN
1360,LG S70TR
1361,UNKNOWN
1362,HISENSE HS214
1363,UNKNOWN
1364,UNKNOWN
1365,UNKNOWN
1366,UNKNOWN
1367,UNKNOWN
1368,UNKNOWN
1369,UNKNOWN
1370,UNKNOWN
1371,UNKNOWN
1372,LG S60T
1373,UNKNOWN
1374,UNKNOWN
1375,UNKNOWN
1376,UNKNOWN
1377,UNKNOWN
1378,UNKNOWN
1379,UNKNOWN
1380,UNKNOWN
1381,UNKNOWN
1382,UNKNOWN
1383,UNKNOWN
1384,UNKNOWN
1385,UNKNOWN
1386,UNKNOWN
1387,UNKNOWN
1388,UNKNOWN
1389,UNKNOWN
1390,UNKNOWN
1391,UNKNOWN
1392,UNKNOWN
1393,UNKNOWN
1394,UNKNOWN
1395,UNKNOWN
1396,UNKNOWN
1397,UNKNOWN
1398,UNKNOWN
1399,UNKNOWN
1400,UNKNOWN
1401,UNKNOWN
1402,UNKNOWN
1403,LG S77TY
1404,UNKNOWN
1405,UNKNOWN
1406,UNKNOWN
1407,LG S40T
1408,UNKNOWN
1409,UNKNOWN
1410,UNKNOWN
1411,UNKNOWN
1412,UNKNOWN
1413,UNKNOWN
1414,UNKNOWN
1415,UNKNOWN
1416,SONY HTS350
1417,UNKNOWN
1418,UNKNOWN
1419,SAMSUNG SOUNDBAR
1420,UNKNOWN
1421,UNKNOWN
1422,JBL BAR300
1423,UNKNOWN
1424,UNKNOWN
1425,UNKNOWN
1426,UNKNOWN
1427,UNKNOWN
1428,UNKNOWN
1429,UNKNOWN
1430,UNKNOWN
1431,UNKNOWN
1432,UNKNOWN
1433,UNKNOWN
1434,SONOS ARCULTRA
1435,UNKNOWN
1436,UNKNOWN
1437,UNKNOWN
1438,UNKNOWN
1439,UNKNOWN
1440,UNKNOWN
1441,UNKNOWN
1442,UNKNOWN
1443,UNKNOWN
1444,UNKNOWN
1445,UNKNOWN
1446,UNKNOWN
1447,UNKNOWN
1448,UNKNOWN
1449,LG S70TY
1450,UNKNOWN
1451,PHILIPS TAB8405
1452,UNKNOWN
1453,BOSE TVSPKR
1454,UNKNOWN
1455,UNKNOWN
1456,UNKNOWN
1457,UNKNOWN
1458,UNKNOWN
1459,UNKNOWN
1460,UNKNOWN
1461,UNKNOWN
1462,UNKNOWN
1463,UNKNOWN
1464,UNKNOWN
1465,UNKNOWN
1466,UNKNOWN
1467,UNKNOWN
1468,LG H7
1469,UNKNOWN
1470,UNKNOWN
1471,UNKNOWN
1472,UNKNOWN
1473,UNKNOWN
1474,UNKNOWN
1475,SAMSUNG HWQ995B
1476,UNKNOWN
1477,UNKNOWN
1478,JBL BAR800M2
1479,UNKNOWN
1480,UNKNOWN
1481,UNKNOWN
1482,LG SJ3
1483,UNKNOWN
1484,UNKNOWN
1485,SAMSUNG SOUNDBAR
1486,UNKNOWN
1487,UNKNOWN
1488,UNKNOWN
1489,SONOS BEAM
1490,UNKNOWN
1491,UNKNOWN
1492,UNKNOWN
1493,UNKNOWN
1494,UNKNOWN
1495,UNKNOWN
1496,UNKNOWN
1497,LG S90TY
1498,UNKNOWN
1499,UNKNOWN
1500,UNKNOWN
1501,UNKNOWN
1502,UNKNOWN
1503,UNKNOWN
1504,UNKNOWN
1505,UNKNOWN
1506,SONOS ARC
1507,UNKNOWN
1508,UNKNOWN
1509,SONY HTS20R
1510,UNKNOWN
1511,UNKNOWN
1512,UNKNOWN
1513,LG S75T
1514,UNKNOWN
1515,UNKNOWN
1516,UNKNOWN
1517,UNKNOWN
1518,UNKNOWN
1519,UNKNOWN
1520,UNKNOWN
1521,UNKNOWN
1522,UNKNOWN
1523,LG S90TY
1524,UNKNOWN
1525,UNKNOWN
1526,UNKNOWN
1527,UNKNOWN
1528,UNKNOWN
1529,UNKNOWN
1530,UNKNOWN
1531,UNKNOWN
1532,UNKNOWN
1533,UNKNOWN
1534,UNKNOWN
1535,LG S20A
1536,UNKNOWN
1537,UNKNOWN
1538,UNKNOWN
1539,UNKNOWN
1540,UNKNOWN
1541,UNKNOWN
1542,UNKNOWN
1543,UNKNOWN
1544,UNKNOWN
1545,UNKNOWN
1546,UNKNOWN
1547,UNKNOWN
1548,UNKNOWN
1549,UNKNOWN
1550,JBL BAR1000
1551,UNKNOWN
1552,UNKNOWN
1553,UNKNOWN
1554,UNKNOWN
1555,UNKNOWN
1556,UNKNOWN
1557,UNKNOWN
1558,UNKNOWN
1559,UNKNOWN
1560,UNKNOWN
1561,UNKNOWN
1562,UNKNOWN
1563,LG SH5A
1564,LG S95TR
1565,UNKNOWN
1566,JBL CINEMASB510
1567,ETC SOUNDBAR
1568,UNKNOWN
1569,UNKNOWN
1570,UNKNOWN
1571,UNKNOWN
1572,UNKNOWN
1573,SONOS BEAM
1574,UNKNOWN
1575,SAMSUNG HWQ995GC
1576,UNKNOWN
1577,UNKNOWN
1578,JBL BAR800
1579,UNKNOWN
1580,UNKNOWN
1581,BOSE SS600
1582,BOSE SOUNDTOUCH300
1583,UNKNOWN
1584,UNKNOWN
1585,UNKNOWN
1586,UNKNOWN
1587,UNKNOWN
1588,UNKNOWN
1589,UNKNOWN
1590,UNKNOWN
1591,SONY HTS20R
1592,UNKNOWN
1593,UNKNOWN
1594,UNKNOWN
1595,UNKNOWN
1596,UNKNOWN
1597,UNKNOWN
1598,UNKNOWN
1599,UNKNOWN
1600,LG S60TR
1601,UNKNOWN
1602,UNKNOWN
1603,UNKNOWN
1604,UNKNOWN
1605,UNKNOWN
1606,UNKNOWN
1607,UNKNOWN
1608,UNKNOWN
1609,UNKNOWN
1610,UNKNOWN
1611,UNKNOWN
1612,UNKNOWN
1613,UNKNOWN
1614,UNKNOWN
1615,UNKNOWN
1616,UNKNOWN
1617,UNKNOWN
1618,UNKNOWN
1619,UNKNOWN
1620,UNKNOWN
1621,UNKNOWN
1622,UNKNOWN
1623,UNKNOWN
1624,SAMSUNG SOUNDBAR
1625,UNKNOWN
1626,UNKNOWN
1627,UNKNOWN
1628,UNKNOWN
1629,UNKNOWN
1630,UNKNOWN
1631,UNKNOWN
1632,UNKNOWN
1633,UNKNOWN
1634,SAMSUNG HWQ930B
1635,UNKNOWN
1636,UNKNOWN
1637,UNKNOWN
1638,UNKNOWN
1639,SONOS ARCULTRA
1640,UNKNOWN
1641,UNKNOWN
1642,UNKNOWN
1643,UNKNOWN
1644,UNKNOWN
1645,UNKNOWN
1646,UNKNOWN
1647,UNKNOWN
1648,UNKNOWN
1649,UNKNOWN
1650,UNKNOWN
1651,UNKNOWN
1652,UNKNOWN
1653,UNKNOWN
1654,UNKNOWN
1655,SAMSUNG HWQ990C
1656,BOSE SMARTSB
1657,UNKNOWN
1658,UNKNOWN
1659,UNKNOWN
1660,UNKNOWN
1661,UNKNOWN
1662,UNKNOWN
1663,UNKNOWN
1664,UNKNOWN
1665,UNKNOWN
1666,UNKNOWN
1667,BOSE SMARTULTRA
1668,UNKNOWN
1669,UNKNOWN
1670,UNKNOWN
1671,UNKNOWN
1672,UNKNOWN
1673,UNKNOWN
1674,UNKNOWN
1675,UNKNOWN
1676,UNKNOWN
1677,SAMSUNG HWQ995GC
1678,UNKNOWN
1679,UNKNOWN
1680,UNKNOWN
1681,LG S60TR
1682,UNKNOWN
1683,UNKNOWN
1684,UNKNOWN
1685,SONY HTS350
1686,UNKNOWN
1687,UNKNOWN
1688,UNKNOWN
1689,UNKNOWN
1690,UNKNOWN
1691,UNKNOWN
1692,UNKNOWN
1693,UNKNOWN
1694,UNKNOWN
1695,UNKNOWN
1696,UNKNOWN
1697,UNKNOWN
1698,UNKNOWN
1699,UNKNOWN
1700,UNKNOWN
1701,UNKNOWN
1702,UNKNOWN
1703,LG SC9S
1704,UNKNOWN
1705,UNKNOWN
1706,UNKNOWN
1707,JBL BAR800
1708,UNKNOWN
1709,UNKNOWN
1710,UNKNOWN
1711,UNKNOWN
1712,LG SQC1
1713,UNKNOWN
1714,UNKNOWN
1715,UNKNOWN
1716,UNKNOWN
1717,UNKNOWN
1718,UNKNOWN
1719,UNKNOWN
1720,UNKNOWN
1721,UNKNOWN
1722,UNKNOWN
1723,UNKNOWN
1724,UNKNOWN
1725,UNKNOWN
1726,UNKNOWN
1727,UNKNOWN
1728,UNKNOWN
1729,UNKNOWN
1730,UNKNOWN
1731,UNKNOWN
1732,JBL CINEMASB560
1733,UNKNOWN
1734,UNKNOWN
1735,UNKNOWN
1736,UNKNOWN
1737,UNKNOWN
1738,UNKNOWN
1739,UNKNOWN
1740,UNKNOWN
1741,UNKNOWN
1742,UNKNOWN
1743,UNKNOWN
1744,UNKNOWN
1745,UNKNOWN
1746,LG SOUNDBAR
1747,UNKNOWN
1748,UNKNOWN
1749,UNKNOWN
1750,UNKNOWN
1751,UNKNOWN
1752,JBL CINEMASB510
1753,UNKNOWN
1754,UNKNOWN
1755,UNKNOWN
1756,LG S77TY
1757,UNKNOWN
1758,UNKNOWN
1759,UNKNOWN
1760,UNKNOWN
1761,LG S80TY
1762,UNKNOWN
1763,UNKNOWN
1764,UNKNOWN
1765,UNKNOWN
1766,UNKNOWN
1767,UNKNOWN
1768,LG S40T
1769,UNKNOWN
1770,UNKNOWN
1771,UNKNOWN
1772,UNKNOWN
1773,UNKNOWN
1774,UNKNOWN
1775,UNKNOWN
1776,UNKNOWN
1777,UNKNOWN
1778,UNKNOWN
1779,UNKNOWN
1780,UNKNOWN
1781,UNKNOWN
1782,UNKNOWN
1783,UNKNOWN
1784,UNKNOWN
1785,UNKNOWN
1786,UNKNOWN
1787,UNKNOWN
1788,UNKNOWN
1789,UNKNOWN
1790,UNKNOWN
1791,UNKNOWN
1792,LG S77TY
1793,UNKNOWN
1794,LG S70TY
1795,UNKNOWN
1796,UNKNOWN
1797,UNKNOWN
1798,UNKNOWN
1799,UNKNOWN
1800,UNKNOWN
1801,UNKNOWN
1802,UNKNOWN
1803,UNKNOWN
1804,UNKNOWN
1805,UNKNOWN
1806,UNKNOWN
1807,LG SG10TY
1808,UNKNOWN
1809,LG S80TY
1810,UNKNOWN
1811,UNKNOWN
1812,UNKNOWN
1813,UNKNOWN
1814,UNKNOWN
1815,UNKNOWN
1816,UNKNOWN
1817,UNKNOWN
1818,UNKNOWN
1819,UNKNOWN
1820,UNKNOWN
1821,UNKNOWN
1822,UNKNOWN
1823,UNKNOWN
1824,UNKNOWN
1825,LG S90TY
1826,UNKNOWN
1827,UNKNOWN
1828,UNKNOWN
1829,UNKNOWN
1830,UNKNOWN
1831,UNKNOWN
1832,UNKNOWN
1833,UNKNOWN
1834,UNKNOWN
1835,UNKNOWN
1836,UNKNOWN
1837,UNKNOWN
1838,UNKNOWN
1839,UNKNOWN
1840,UNKNOWN
1841,UNKNOWN
1842,UNKNOWN
1843,UNKNOWN
1844,UNKNOWN
1845,SONY HTS20R
1846,PHILIPS TAB6405
1847,UNKNOWN
1848,UNKNOWN
1849,UNKNOWN
1850,UNKNOWN
1851,UNKNOWN
1852,UNKNOWN
1853,UNKNOWN
1854,UNKNOWN
1855,UNKNOWN
1856,UNKNOWN
1857,UNKNOWN
1858,UNKNOWN
1859,UNKNOWN
1860,LG S40T
1861,LG S40T
1862,UNKNOWN
1863,SONOS ARCULTRA
1864,UNKNOWN
1865,UNKNOWN
1866,UNKNOWN
1867,UNKNOWN
1868,SAMSUNG SOUNDBAR
1869,LG S40T
1870,UNKNOWN
1871,UNKNOWN
1872,UNKNOWN
1873,UNKNOWN
1874,UNKNOWN
1875,UNKNOWN
1876,LG S20A
1877,UNKNOWN
1878,UNKNOWN
1879,UNKNOWN
1880,UNKNOWN
1881,UNKNOWN
1882,UNKNOWN
1883,UNKNOWN
1884,UNKNOWN
1885,UNKNOWN
1886,UNKNOWN
1887,UNKNOWN
1888,UNKNOWN
1889,UNKNOWN
1890,UNKNOWN
1891,UNKNOWN
1892,UNKNOWN
1893,UNKNOWN
1894,UNKNOWN
1895,UNKNOWN
1896,UNKNOWN
1897,UNKNOWN
1898,UNKNOWN
1899,UNKNOWN
1900,UNKNOWN
1901,UNKNOWN
1902,UNKNOWN
1903,UNKNOWN
1904,LG S70TY
1905,SAMSUNG HWQ930D
1906,UNKNOWN
1907,UNKNOWN
1908,UNKNOWN
1909,UNKNOWN
1910,UNKNOWN
1911,UNKNOWN
1912,UNKNOWN
1913,UNKNOWN
1914,UNKNOWN
1915,UNKNOWN
1916,LG S60T
1917,UNKNOWN
1918,UNKNOWN
1919,UNKNOWN
1920,UNKNOWN
1921,UNKNOWN
1922,UNKNOWN
1923,UNKNOWN
1924,UNKNOWN
1925,UNKNOWN
1926,UNKNOWN
1927,UNKNOWN
1928,UNKNOWN
1929,UNKNOWN
1930,UNKNOWN
1931,UNKNOWN
1932,UNKNOWN
1933,UNKNOWN
1934,UNKNOWN
1935,UNKNOWN
1936,UNKNOWN
1937,LG S40T
1938,UNKNOWN
1939,UNKNOWN
1940,UNKNOWN
1941,UNKNOWN
1942,LG S70TY
1943,UNKNOWN
1944,UNKNOWN
1945,UNKNOWN
1946,SAMSUNG JSERIES
1947,UNKNOWN
1948,UNKNOWN
1949,UNKNOWN
1950,UNKNOWN
1951,PHILIPS HTL2163
1952,UNKNOWN
1953,UNKNOWN
1954,UNKNOWN
1955,UNKNOWN
1956,UNKNOWN
1957,UNKNOWN
1958,UNKNOWN
1959,UNKNOWN
1960,SONOS BEAM
1961,UNKNOWN
1962,UNKNOWN
1963,UNKNOWN
1964,UNKNOWN
1965,UNKNOWN
1966,UNKNOWN
1967,UNKNOWN
1968,LG SJ3
1969,UNKNOWN
1970,UNKNOWN
1971,UNKNOWN
1972,UNKNOWN
1973,UNKNOWN
1974,UNKNOWN
1975,UNKNOWN
1976,SAMSUNG HWQ995B
1977,UNKNOWN
1978,UNKNOWN
1979,UNKNOWN
1980,UNKNOWN
1981,UNKNOWN
1982,UNKNOWN
1983,UNKNOWN
1984,UNKNOWN
1985,UNKNOWN
1986,UNKNOWN
1987,UNKNOWN
1988,UNKNOWN
1989,UNKNOWN
1990,LG SOUNDBAR
1991,UNKNOWN
1992,UNKNOWN
1993,UNKNOWN
1994,UNKNOWN
1995,UNKNOWN
1996,UNKNOWN
1997,BOSE SOUNDBAR500
1998,UNKNOWN
1999,UNKNOWN
