row_id,predicted_model,true_model,primary_query
1018,UNKNOWN,UNKNOWN,
1019,LG LGSOUNDBAR,UNKNOWN,SKY Q
1020,LG S95QR,UNKNOWN,PLAYSTATION 5 PRO
1021,SAMSUNG SAMSUNGSOUNDBAR,ETC OTHERSOUNDBAR,SOUNDBAR
1022,UNKNOWN,UNKNOWN,FAMILY ROOM
1023,UNKNOWN,UNKNOWN,UPC DEKODER
1024,UNKNOWN,UNKNOWN,AMAZON FIRE T
1025,UNKNOWN,UNKNOWN,
1026,UNKNOWN,UNKNOWN,B O CORE
1027,UNKNOWN,UNKNOWN,SKY Q
1028,PANASONIC PANASONICSOUNDBAR,UNKNOWN,BD PLAYER
1029,UNKNOWN,UNKNOWN,SKY Q
1030,UNKNOWN,UNKNOWN,VODAFONE TV DECODIFICADOR
1031,UNKNOWN,UNKNOWN,PLAYSTATION 4
1032,UNKNOWN,UNKNOWN,
1033,UNKNOWN,UNKNOWN,
1034,UNKNOWN,UNKNOWN,RX-A2080
1035,UNKNOWN,UNKNOWN,
1036,LG S90TY,LG S90TY,LG DS90TY
1037,UNKNOWN,UNKNOWN,PLAYSTATION 5
1038,UNKNOWN,UNKNOWN,
1039,LG S40TR,LG S40TR,LG S40TR
1040,UNKNOWN,UNKNOWN,B O THEATRE
1041,UNKNOWN,UNKNOWN,PLAYSTATION 5
1042,LG SC9S,LG SC9S,LG SC9S
1043,UNKNOWN,UNKNOWN,
1044,UNKNOWN,UNKNOWN,LG CHANNELS
1045,UNKNOWN,UNKNOWN,
1046,UNKNOWN,UNKNOWN,FIRE TV STICK
1047,UNKNOWN,UNKNOWN,
1048,UNKNOWN,UNKNOWN,
1049,UNKNOWN,UNKNOWN,AMAZON FIRETV
1050,UNKNOWN,UNKNOWN,UPC DEKODER
1051,UNKNOWN,UNKNOWN,GSV DEFAULT
1052,YAMAHA YAS207,YAMAHA YAS207,YAS-207
1053,UNKNOWN,UNKNOWN,HD+
1054,UNKNOWN,UNKNOWN,ALTIBOX DIGITALBOKS
1055,UNKNOWN,UNKNOWN,AIRPODS PRO - FIND MY
1056,UNKNOWN,UNKNOWN,
1057,UNKNOWN,UNKNOWN,
1058,UNKNOWN,SONOS ARCULTRA,ARC ULTRA
1059,UNKNOWN,LG SG10TY,LG SPEAKER SG10TY 0416
1060,UNKNOWN,UNKNOWN,YOUBOSS
1061,UNKNOWN,UNKNOWN,SKY
1062,UNKNOWN,UNKNOWN,SKY Q
1063,UNKNOWN,UNKNOWN,
1064,LG S70TR,LG S70TR,LG DS70TR
1065,UNKNOWN,UNKNOWN,SHIELD
1066,UNKNOWN,UNKNOWN,APPLE OTT
1067,LG S77TY,LG S77TY,LG DS77TY
1068,UNKNOWN,UNKNOWN,SKY Q
1069,UNKNOWN,UNKNOWN,
1070,UNKNOWN,UNKNOWN,
1071,UNKNOWN,UNKNOWN,SR-B20A
1072,SAMSUNG SAMSUNGSOUNDBAR,UNKNOWN,FIRE TV STICK
1073,UNKNOWN,UNKNOWN,
1074,UNKNOWN,SONY HTRT3,HTR-3066
1075,UNKNOWN,UNKNOWN,CHROMECAST
1076,UNKNOWN,UNKNOWN,ANDROID TV
1077,UNKNOWN,UNKNOWN,PLAYSTATION 5
1078,UNKNOWN,UNKNOWN,
1079,UNKNOWN,UNKNOWN,AMAZON FIRETV
1080,LG LGSOUNDBAR,UNKNOWN,BD PLAYER
1081,BOSE SMARTSB,UNKNOWN,PLAYSTATION 5
1082,UNKNOWN,UNKNOWN,SKY SET-TOP BOX
1083,UNKNOWN,UNKNOWN,
1084,UNKNOWN,UNKNOWN,SOUNDCORE R50I NC
1085,UNKNOWN,UNKNOWN,PLAYSTATION 5
1086,UNKNOWN,UNKNOWN,ULTRAPODS PRO
1087,UNKNOWN,UNKNOWN,
1088,UNKNOWN,UNKNOWN,
1089,UNKNOWN,UNKNOWN,GIGATV HOME
1090,LG SE6S,LG SE6S,LG USE6S
1091,UNKNOWN,UNKNOWN,
1092,UNKNOWN,UNKNOWN,
1093,UNKNOWN,UNKNOWN,FLISS AIRPODS
1094,UNKNOWN,UNKNOWN,SKY
1095,UNKNOWN,UNKNOWN,FIRE TV STICK
1096,UNKNOWN,UNKNOWN,JBL XTREME 2 GM
1097,UNKNOWN,UNKNOWN,SKY
1098,UNKNOWN,UNKNOWN,SKY Q
1099,UNKNOWN,UNKNOWN,CABLEVISION SET-TOP BOX
1100,UNKNOWN,UNKNOWN,CORRIDOIO
1101,UNKNOWN,UNKNOWN,BX3000
1102,UNKNOWN,UNKNOWN,LG CHANNELS
1103,DENON DHTS216,DENON DHTS216,DHT-S216
1104,JBL BAR2.1,JBL BAR2.1,JBL BAR 2.1
1105,LG S70TY,LG S70TY,LG S70TY
1106,UNKNOWN,UNKNOWN,
1107,UNKNOWN,UNKNOWN,
1108,UNKNOWN,UNKNOWN,
1109,UNKNOWN,UNKNOWN,JBL PARTYBOX 300
1110,JBL BAR2.1,JBL BAR 2.1,JBL BAR 2.1
1111,UNKNOWN,UNKNOWN,BEIN
1112,SONY HTX8500,SONY HTX8500,HT-X8500
1113,UNKNOWN,JBL BAR500,JBL BAR 500
1114,UNKNOWN,UNKNOWN,MEDIABOX 2
1115,UNKNOWN,UNKNOWN,BEIN
1116,UNKNOWN,UNKNOWN,
1117,UNKNOWN,UNKNOWN,FREEBOX PLAYE
1118,UNKNOWN,UNKNOWN,AMAZON FIRE T
1119,UNKNOWN,UNKNOWN,RX-V6A
1120,UNKNOWN,UNKNOWN,MOVISTAR TV DECODIFICADOR
1121,UNKNOWN,UNKNOWN,DIGITURK SET ST KUTU
1122,UNKNOWN,SAMSUNG BSERIES,B-SERIES
1123,UNKNOWN,UNKNOWN,STB TUNER
1124,UNKNOWN,UNKNOWN,MEO BOX
1125,UNKNOWN,UNKNOWN,APPLE TV
1126,UNKNOWN,UNKNOWN,
1127,UNKNOWN,UNKNOWN,
1128,UNKNOWN,UNKNOWN,BD HTS
1129,UNKNOWN,UNKNOWN,LG CHANNELS
1130,UNKNOWN,UNKNOWN,FIRE TV STICK
1131,UNKNOWN,UNKNOWN,
1132,LG S80TR,LG S80TR,LG DS80TR
1133,UNKNOWN,UNKNOWN,OVS-TW311
1134,UNKNOWN,UNKNOWN,
1135,UNKNOWN,UNKNOWN,
1136,UNKNOWN,UNKNOWN,
1137,UNKNOWN,UNKNOWN,
1138,UNKNOWN,UNKNOWN,HD+
1139,UNKNOWN,UNKNOWN,
1140,UNKNOWN,UNKNOWN,MEO BOX
1141,UNKNOWN,UNKNOWN,FREEBOX PLAYE
1142,UNKNOWN,UNKNOWN,XBOX
1143,UNKNOWN,UNKNOWN,FIRE TV STICK
1144,UNKNOWN,UNKNOWN,APPLE TV
1145,UNKNOWN,UNKNOWN,ORANGE DEKODER
1146,LG S90TY,LG S90TY,LG DS90TY
1147,UNKNOWN,UNKNOWN,SKY Q
1148,LG SH3B,LG SH3B,LG SH3B
1149,UNKNOWN,UNKNOWN,
1150,UNKNOWN,UNKNOWN,EDIFIER W800BT SE
1151,UNKNOWN,UNKNOWN,PLAYSTATION 5
1152,UNKNOWN,UNKNOWN,STC
1153,UNKNOWN,UNKNOWN,AV RECEIVER
1154,SAMSUNG HWQ935GC,SAMSUNG HWQ935G,HW-Q935GF
1155,UNKNOWN,UNKNOWN,AMAZON FIRETV
1156,UNKNOWN,UNKNOWN,PHILIPS FIDELIO L4
1157,UNKNOWN,UNKNOWN,FREEBOX PLAYER
1158,UNKNOWN,UNKNOWN,
1159,UNKNOWN,UNKNOWN,
1160,UNKNOWN,UNKNOWN,
1161,UNKNOWN,UNKNOWN,
1162,UNKNOWN,LG S40T,LG DS40T
1163,UNKNOWN,UNKNOWN,HD+
1164,UNKNOWN,UNKNOWN,
1165,UNKNOWN,UNKNOWN,BEELINK RECEIVER
1166,UNKNOWN,UNKNOWN,ACTON III
1167,UNKNOWN,UNKNOWN,FIRE TV SOUNDBAR
1168,UNKNOWN,UNKNOWN,MAGENTATV ONE
1169,UNKNOWN,UNKNOWN,BOSE QC35 II
1170,UNKNOWN,UNKNOWN,
1171,UNKNOWN,UNKNOWN,
1172,DENON DENONSOUNDBAR,UNKNOWN,LIVING ROOM TV
1173,UNKNOWN,UNKNOWN,
1174,UNKNOWN,UNKNOWN,B O THEATRE
1175,UNKNOWN,UNKNOWN,
1176,UNKNOWN,UNKNOWN,
1177,UNKNOWN,UNKNOWN,
1178,LG S90TY,LG S90TY,LG DS90TY
1179,UNKNOWN,UNKNOWN,HD+
1180,UNKNOWN,UNKNOWN,SKY Q SET-TOP BOX
1181,UNKNOWN,UNKNOWN,MOVISTAR TV DECODIFICADOR
1182,UNKNOWN,UNKNOWN,HDMI2.1 MATRIX
1183,UNKNOWN,UNKNOWN,
1184,SONOS ARC,UNKNOWN,APPLE TV
1185,UNKNOWN,UNKNOWN,BOX TV
1186,UNKNOWN,UNKNOWN,
1187,UNKNOWN,UNKNOWN,H96 MAX RK331
1188,UNKNOWN,UNKNOWN,
1189,LG SC9S,LG SC9S,LG SC9S
1190,UNKNOWN,UNKNOWN,SONY GTK-X1BT
1191,UNKNOWN,UNKNOWN,APPLE TV
1192,UNKNOWN,UNKNOWN,WO621
1193,UNKNOWN,UNKNOWN,
1194,UNKNOWN,UNKNOWN,
1195,DENON DHTS517,DENON DHTS517,DHT-S517
1196,SONOS BEAM,SONOS BEAM,SONOS BEAM
1197,UNKNOWN,UNKNOWN,HT-SBW182
1198,UNKNOWN,UNKNOWN,DIONE OPERA
1199,UNKNOWN,UNKNOWN,
1200,UNKNOWN,UNKNOWN,SKY
1201,UNKNOWN,UNKNOWN,WAIPU.TV BOX
1202,UNKNOWN,UNKNOWN,DIGITURK SET ST KUTU
1203,UNKNOWN,UNKNOWN,SKY Q
1204,UNKNOWN,UNKNOWN,
1205,UNKNOWN,UNKNOWN,MEDIABOX
1206,UNKNOWN,UNKNOWN,TELENETTVBOX
1207,UNKNOWN,UNKNOWN,BD HTS
1208,UNKNOWN,UNKNOWN,APPLE TV
1209,UNKNOWN,UNKNOWN,AIRPODS PRO - FIND MY
1210,UNKNOWN,UNKNOWN,
1211,UNKNOWN,UNKNOWN,BEIN
1212,UNKNOWN,UNKNOWN,AZATOM ELITE
1213,UNKNOWN,UNKNOWN,HD+
1214,UNKNOWN,JBL CINEMASB170,JBL CINEMA SB170
1215,SAMSUNG HWQ930F,UNKNOWN,SKY
1216,UNKNOWN,UNKNOWN,SAMSUNG DVD PLAYER
1217,UNKNOWN,UNKNOWN,PS4 CONSOLA DE JUEGOS
1218,UNKNOWN,UNKNOWN,D-SMART SET ST KUTU
1219,UNKNOWN,UNKNOWN,
1220,UNKNOWN,UNKNOWN,PLAYSTATION 4
1221,UNKNOWN,UNKNOWN,HD+
1222,BOSE SMARTULTRA,UNKNOWN,GIMNASIO
1223,UNKNOWN,UNKNOWN,PS5 GAME CONSOLE
1224,UNKNOWN,UNKNOWN,
1225,UNKNOWN,UNKNOWN,APPLE TV
1226,UNKNOWN,UNKNOWN,
1227,UNKNOWN,UNKNOWN,
1228,UNKNOWN,UNKNOWN,
1229,UNKNOWN,UNKNOWN,QS-1182
1230,UNKNOWN,UNKNOWN,DEUTSCHE TELEKOM BELT RI EGYS G
1231,LG S90TR,LG S90TR,LG S90TR
1232,UNKNOWN,UNKNOWN,HD+
1233,UNKNOWN,UNKNOWN,LG-XL5S
1234,UNKNOWN,UNKNOWN,HD+
1235,PHILIPS PHILIPSSOUNDBAR,UNKNOWN,PHILIPS BDP
1236,UNKNOWN,UNKNOWN,APPLE TV
1237,LG SC9S,LG SC9S,LG SC9S
1238,UNKNOWN,UNKNOWN,
1239,UNKNOWN,UNKNOWN,
1240,UNKNOWN,UNKNOWN,PLAYSTATION 5
1241,UNKNOWN,SAMSUNG BSERIES,HW-B5 SERIES
1242,UNKNOWN,UNKNOWN,APPLE TV
1243,LG S60TR,LG S60TR,LG S60TR
1244,UNKNOWN,UNKNOWN,SET-TOP BOX
1245,UNKNOWN,UNKNOWN,
1246,UNKNOWN,UNKNOWN,GIGATV HOME
1247,UNKNOWN,UNKNOWN,
1248,UNKNOWN,UNKNOWN,BEIN BO TIER D CODEUR /BOX INTERNET
1249,UNKNOWN,UNKNOWN,
1250,UNKNOWN,UNKNOWN,POLSAT BOX DEKODER
1251,UNKNOWN,UNKNOWN,XIAOMI OTT
1252,UNKNOWN,UNKNOWN,TELECOM BELT RI EGYS G
1253,UNKNOWN,UNKNOWN,PLAYSTATION 5
1254,UNKNOWN,LG S40T,LG DS40T
1255,UNKNOWN,UNKNOWN,
1256,UNKNOWN,UNKNOWN,
1257,DENON DENONSOUNDBAR,UNKNOWN,DECODEUR UHD
1258,UNKNOWN,UNKNOWN,ALLENTE PARABOL DIGITALBOX
1259,UNKNOWN,UNKNOWN,VODAFONE SET-TOP-BOX
1260,UNKNOWN,UNKNOWN,
1261,UNKNOWN,UNKNOWN,HIS
1262,UNKNOWN,UNKNOWN,
1263,UNKNOWN,UNKNOWN,VODAFONE BELT RI EGYS G
1264,JBL BAR2.1,JBL BAR2.1,JBL BAR 2.1
1265,UNKNOWN,UNKNOWN,
1266,UNKNOWN,UNKNOWN,UMA
1267,UNKNOWN,UNKNOWN,ARRIS
1268,SAMSUNG SAMSUNGSOUNDBAR,ETC OTHERSOUNDBAR,SOUNDBAR
1269,PANASONIC SCHTB150,PANASONIC SCHTB150,SC-HTB150
1270,UNKNOWN,UNKNOWN,
1271,UNKNOWN,UNKNOWN,LG CHANNELS
1272,UNKNOWN,UNKNOWN,PLAYSTATION 5
1273,UNKNOWN,UNKNOWN,VODAFONE TV
1274,UNKNOWN,UNKNOWN,
1275,UNKNOWN,UNKNOWN,CHROMECAST
1276,UNKNOWN,UNKNOWN,33176
1277,LG S40T,LG S40T,LG DS40T
1278,UNKNOWN,UNKNOWN,
1279,UNKNOWN,UNKNOWN,PROJETOR
1280,UNKNOWN,UNKNOWN,SKY Q
1281,UNKNOWN,UNKNOWN,MHC-V43D
1282,LG S90TY,LG S90TY,LG NS90TY
1283,BOSE SMARTULTRA,BOSE SMARTULTRA,BOSESMARTULTRA
1284,LG S90TY,UNKNOWN,POLSAT BOX 4K
1285,UNKNOWN,UNKNOWN,
1286,UNKNOWN,UNKNOWN,JBL TUNE500BT
1287,UNKNOWN,UNKNOWN,
1288,UNKNOWN,UNKNOWN,
1289,UNKNOWN,UNKNOWN,
1290,UNKNOWN,UNKNOWN,
1291,UNKNOWN,UNKNOWN,ALTIBOX DEKODER
1292,UNKNOWN,UNKNOWN,PLAYSTATION 5
1293,UNKNOWN,UNKNOWN,SUNRISE TV
1294,UNKNOWN,UNKNOWN,MAGENTATV ONE
1295,UNKNOWN,UNKNOWN,LOGITECH BT ADAPTER
1296,UNKNOWN,UNKNOWN,CHAMBRE PARENT
1297,LG S40TR,UNKNOWN,SKY Q SET-TOP BOX
1298,UNKNOWN,UNKNOWN,WH-1000XM4
1299,UNKNOWN,SAMSUNG TSERIES,AV SAMSUNG SOUNDBAR T4-SERIES
1300,UNKNOWN,UNKNOWN,
1301,UNKNOWN,UNKNOWN,LG CHANNELS
1302,UNKNOWN,UNKNOWN,UPC DECODER
1303,UNKNOWN,UNKNOWN,PLAYSTATION 4
1304,UNKNOWN,UNKNOWN,MAGENTATV
1305,UNKNOWN,UNKNOWN,
1306,UNKNOWN,UNKNOWN,BOX HD
1307,UNKNOWN,UNKNOWN,LG CHANNELS
1308,UNKNOWN,UNKNOWN,
1309,UNKNOWN,UNKNOWN,
1310,UNKNOWN,UNKNOWN,SKYLINK CZ
1311,UNKNOWN,UNKNOWN,PLAYSTATION 5
1312,UNKNOWN,UNKNOWN,ORANGE FIBRE OPTIQUE BO TIER D CODEUR /BOX INTERNET
1313,UNKNOWN,UNKNOWN,SKY
1314,UNKNOWN,UNKNOWN,EE TV
1315,SONOS BEAM,SONOS BEAM,SONOS BEAM
1316,UNKNOWN,UNKNOWN,MAGENTATV
1317,UNKNOWN,UNKNOWN,AMAZON FIRE T
1318,UNKNOWN,UNKNOWN,
1319,UNKNOWN,UNKNOWN,YOUSEE TV
1320,UNKNOWN,UNKNOWN,
1321,UNKNOWN,UNKNOWN,
1322,SAMSUNG HWQ800H,UNKNOWN,AVR-X2800H
1323,LG S70TY,UNKNOWN,PLAYSTATION 5
1324,UNKNOWN,UNKNOWN,PLAYSTATION 5
1325,UNKNOWN,UNKNOWN,SKY
1326,DENON DHTS217,DENON DHTS217,DHT-S217
1327,LG S40T,LG S40T,LG S40T
1328,UNKNOWN,UNKNOWN,REDMI BUDS 4 LITE
1329,UNKNOWN,UNKNOWN,LENCO SB-080
1330,UNKNOWN,UNKNOWN,
1331,UNKNOWN,UNKNOWN,MEOBOX 4K DIW
1332,LG S40T,LG S40T,LG S40T
1333,UNKNOWN,UNKNOWN,
1334,UNKNOWN,UNKNOWN,AMAZON FIRETV
1335,UNKNOWN,UNKNOWN,
1336,UNKNOWN,UNKNOWN,XIAOMI TV BOX
1337,UNKNOWN,UNKNOWN,
1338,UNKNOWN,UNKNOWN,
1339,UNKNOWN,UNKNOWN,YANDEX.STATION
1340,UNKNOWN,UNKNOWN,
1341,UNKNOWN,UNKNOWN,PLAY BOX TV
1342,UNKNOWN,UNKNOWN,
1343,UNKNOWN,UNKNOWN,RX-A8A
1344,JBL BAR5.1,JBL BAR5.1,JBL BAR 5.1
1345,UNKNOWN,UNKNOWN,CHROMECAST
1346,UNKNOWN,UNKNOWN,PS4 GAMECONSOLE
1347,UNKNOWN,UNKNOWN,ZIGGO DECODER
1348,UNKNOWN,UNKNOWN,GIGATV HOME SO
1349,UNKNOWN,UNKNOWN,
1350,UNKNOWN,UNKNOWN,MAGENTATV
1351,UNKNOWN,UNKNOWN,
1352,UNKNOWN,UNKNOWN,
1353,UNKNOWN,UNKNOWN,MOVISTAR TV DECODIFICADOR
1354,JBL CINEMASB560,JBL CINEMASB560,CINEMA SB560
1355,UNKNOWN,UNKNOWN,JBL PARTYBOX 100
1356,UNKNOWN,UNKNOWN,FIRE TV STICK
1357,UNKNOWN,UNKNOWN,
1358,UNKNOWN,UNKNOWN,AAEBT
1359,UNKNOWN,UNKNOWN,NINTENDOSWITCH
1360,LG S70TR,LG S70TR,LG US70TR
1361,UNKNOWN,UNKNOWN,CBS540A
1362,HISENSE HS214,HISENSE HS214,HISENSE HS214
1363,UNKNOWN,UNKNOWN,
1364,UNKNOWN,UNKNOWN,SKY Q
1365,UNKNOWN,UNKNOWN,AMAZON FIRETV
1366,UNKNOWN,UNKNOWN,
1367,UNKNOWN,UNKNOWN,
1368,UNKNOWN,UNKNOWN,
1369,UNKNOWN,UNKNOWN,
1370,UNKNOWN,UNKNOWN,LIVING ROOM
1371,UNKNOWN,UNKNOWN,
1372,LG S60T,LG S60T,LG S60T
1373,UNKNOWN,UNKNOWN,AMAZON FIRE T
1374,UNKNOWN,UNKNOWN,HD+
1375,YAMAHA YAMAHASOUNDBAR,UNKNOWN,RX-V483
1376,UNKNOWN,UNKNOWN,UPC BELT RI EGYS G
1377,UNKNOWN,UNKNOWN,PS4 SP U KONSOLE
1378,UNKNOWN,UNKNOWN,EVOBOX PVR
1379,UNKNOWN,UNKNOWN,VOO BO TIER D CODEUR /BOX INTERNET
1380,PANASONIC PANASONICSOUNDBAR,UNKNOWN,PANASONIC DVD PLAYER
1381,UNKNOWN,UNKNOWN,HD+
1382,UNKNOWN,UNKNOWN,WH-CH510
1383,UNKNOWN,UNKNOWN,SALON
1384,UNKNOWN,UNKNOWN,
1385,LG S90TY,UNKNOWN,XBOX
1386,PANASONIC PANASONICSOUNDBAR,UNKNOWN,AUDIO SYSTEM
1387,UNKNOWN,UNKNOWN,
1388,LG S70TR,UNKNOWN,VIRGIN TV 1
1389,UNKNOWN,UNKNOWN,
1390,UNKNOWN,UNKNOWN,AMAZON FIRETV
1391,UNKNOWN,UNKNOWN,ADB SET-TOP-BOKS
1392,UNKNOWN,UNKNOWN,SKYLINK CZ
1393,UNKNOWN,UNKNOWN,
1394,UNKNOWN,UNKNOWN,SKY Q
1395,UNKNOWN,UNKNOWN,
1396,UNKNOWN,UNKNOWN,
1397,UNKNOWN,UNKNOWN,
1398,UNKNOWN,UNKNOWN,WEGOO
1399,UNKNOWN,UNKNOWN,AIRY TWS 2
1400,UNKNOWN,UNKNOWN,HOT
1401,UNKNOWN,JBL BAR800,JBL BAR 800
1402,UNKNOWN,UNKNOWN,SUNRISE TV
1403,LG S77TY,LG S77TY,LG DS77TY
1404,UNKNOWN,UNKNOWN,FREEBOX PLAYER
1405,PANASONIC PANASONICSOUNDBAR,UNKNOWN,BD PLAYER
1406,UNKNOWN,UNKNOWN,FIRE TV STICK
1407,LG S40T,LG S40T,LG DS40T
1408,UNKNOWN,UNKNOWN,
1409,UNKNOWN,UNKNOWN,
1410,UNKNOWN,UNKNOWN,BOSE QC ULTRA HEADPHONES
1411,UNKNOWN,UNKNOWN,
1412,UNKNOWN,UNKNOWN,
1413,UNKNOWN,UNKNOWN,VODAFONE TV DECODIFICADOR
1414,UNKNOWN,UNKNOWN,
1415,UNKNOWN,UNKNOWN,SHIELD
1416,SONY HTS350,SONY HTS350,HT-S350
1417,SONY HTS350,SONY HTS350,HT-S350
1418,UNKNOWN,UNKNOWN,
1419,SAMSUNG SAMSUNGSOUNDBAR,UNKNOWN,PLAY BOX TV
1420,UNKNOWN,UNKNOWN,JBL TUNE 720BT
1421,UNKNOWN,UNKNOWN,
1422,UNKNOWN,JBL BAR300,JBL BAR 300
1423,UNKNOWN,UNKNOWN,MEDIABOX
1424,UNKNOWN,UNKNOWN,
1425,UNKNOWN,UNKNOWN,AIRPODS MAX DE BACHAR - FIND MY
1426,UNKNOWN,UNKNOWN,PLAYSTATION 5
1427,UNKNOWN,UNKNOWN,
1428,UNKNOWN,UNKNOWN,
1429,UNKNOWN,UNKNOWN,
1430,UNKNOWN,UNKNOWN,
1431,UNKNOWN,UNKNOWN,FIRE TV STICK
1432,UNKNOWN,UNKNOWN,PLAYSTATION 5
1433,UNKNOWN,UNKNOWN,AMAZON FIRE T
1434,UNKNOWN,SONOS ARCULTRA,ARC ULTRA
1435,UNKNOWN,UNKNOWN,
1436,PANASONIC PANASONICSOUNDBAR,UNKNOWN,SONY DVD PLAYER
1437,UNKNOWN,UNKNOWN,
1438,UNKNOWN,UNKNOWN,
1439,BOSE TVSPKR,UNKNOWN,PIONEER DVD-PLAYER
1440,UNKNOWN,UNKNOWN,XBOX GAME CONSOLE
1441,UNKNOWN,UNKNOWN,FIRE TV STICK
1442,UNKNOWN,UNKNOWN,SKY Q
1443,UNKNOWN,UNKNOWN,
1444,UNKNOWN,UNKNOWN,
1445,UNKNOWN,UNKNOWN,PS4 KONSOLA DO GIER
1446,UNKNOWN,UNKNOWN,SKY Q
1447,UNKNOWN,UNKNOWN,JBL GO 4 VON JONAS
1448,UNKNOWN,UNKNOWN,TV-BOX 1
1449,LG S70TY,LG S70TY,LG S70TY
1450,UNKNOWN,UNKNOWN,APPLE TV
1451,UNKNOWN,PHILIPS TAPB400,PHILIPS TAB4000
1452,UNKNOWN,UNKNOWN,FIRE TV STICK
1453,BOSE TVSPKR,UNKNOWN,BOSE TV SPKR
1454,UNKNOWN,UNKNOWN,SWITCH 2
1455,UNKNOWN,UNKNOWN,PLAYSTATION 5
1456,UNKNOWN,UNKNOWN,AMAZON FIRETV
1457,UNKNOWN,UNKNOWN,
1458,UNKNOWN,UNKNOWN,XBOX
1459,UNKNOWN,UNKNOWN,WH-1000XM6
1460,UNKNOWN,UNKNOWN,
1461,UNKNOWN,UNKNOWN,FIRE TV STICK
1462,UNKNOWN,UNKNOWN,
1463,UNKNOWN,UNKNOWN,AMAZON FIRETV
1464,UNKNOWN,UNKNOWN,ZIGGO DECODER
1465,UNKNOWN,UNKNOWN,
1466,UNKNOWN,UNKNOWN,XBOX
1467,UNKNOWN,UNKNOWN,
1468,UNKNOWN,UNKNOWN,H/T
1469,UNKNOWN,UNKNOWN,SKY
1470,UNKNOWN,UNKNOWN,
1471,UNKNOWN,UNKNOWN,ZTE BUDS2
1472,UNKNOWN,UNKNOWN,HD+
1473,UNKNOWN,UNKNOWN,XBOX SPIELKONSOLE
1474,UNKNOWN,UNKNOWN,
1475,SAMSUNG HWQ995B,SAMSUNG HWQ995B,HW-Q995F
1476,UNKNOWN,UNKNOWN,IPTV EXTREME
1477,UNKNOWN,UNKNOWN,ELISA DIGIBOXI
1478,JBL BAR800M2,JBL BAR800M2,JBL BAR800M2
1479,UNKNOWN,UNKNOWN,SKY Q
1480,UNKNOWN,UNKNOWN,RASPBERRY
1481,UNKNOWN,UNKNOWN,SPEAKER5.0
1482,LG SJ3,LG SJ3,LG SJ3
1483,UNKNOWN,UNKNOWN,LG CHANNELS
1484,UNKNOWN,UNKNOWN,PLAYSTATION 5
1485,SAMSUNG SAMSUNGSOUNDBAR,ETC OTHERSOUNDBAR,SOUNDBAR
1486,UNKNOWN,UNKNOWN,AMAZON FIRE T
1487,UNKNOWN,UNKNOWN,JABRA EVOLVE2 75
1488,UNKNOWN,UNKNOWN,BT TV SET-TOP BOX
1489,SONOS BEAM,SONOS BEAM,SONOS BEAM
1490,UNKNOWN,UNKNOWN,LG HBS910
1491,UNKNOWN,UNKNOWN,VODAFONE TV
1492,UNKNOWN,UNKNOWN,
1493,UNKNOWN,UNKNOWN,ALLENTE DIGIBOXI
1494,UNKNOWN,UNKNOWN,
1495,UNKNOWN,UNKNOWN,PLAYSTATION 5
1496,UNKNOWN,UNKNOWN,
1497,LG S90TY,LG S90TY,LG US90TY
1498,SONOS BEAM,UNKNOWN,APPLE TV
1499,UNKNOWN,UNKNOWN,SKY Q
1500,UNKNOWN,UNKNOWN,FIRE TV STICK
1501,UNKNOWN,UNKNOWN,KPN DECODER
1502,SONOS ARC,SONOS ARC,SONOS ARC
1503,UNKNOWN,UNKNOWN,
1504,UNKNOWN,UNKNOWN,PS4 GAMECONSOLE
1505,UNKNOWN,UNKNOWN,BEIN BO TIER D CODEUR /BOX INTERNET
1506,SONOS ARC,SONOS ARC,SONOS ARC
1507,UNKNOWN,UNKNOWN,
1508,UNKNOWN,UNKNOWN,Q33
1509,SONY HTS20R,SONY HTS20R,HT-S20R
1510,UNKNOWN,UNKNOWN,SKY Q
1511,UNKNOWN,UNKNOWN,APPLE TV
1512,UNKNOWN,UNKNOWN,LG CHANNELS
1513,UNKNOWN,LG S75T,LG S75TR
